Year,Overflow_Type,Municipality,Wet-Dry-Event,NPDES,Date_discovered,Time_discovered,Days,Hours,Minutes,Location,Pipe-Manhole-ID,ZipCode,Latitude,Longitude,Collection-System,QUAN-GALS-Gross,QUAN-GALS-Net,Cause,HealthDeptNotified,How_HeatlhDepart_Was_Notified,Corrective_Action,Watershed,Receiving_waters,County,Comment,Penalty_Collected,Penalty_Collected_Comments
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,8:00:00 PM,0,3,20,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,1043000,1043000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,8:15:00 PM,0,0,55,E. 32nd St. & St. Paul St.,Manhole,21218,39.32692,-76.61588,City of Baltimore Dept. of Public Works,34000,34000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,7:50:00 PM,0,1,40,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308739,-76.616402,City of Baltimore Dept. of Public Works,71000,71000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,8:00:00 PM,0,1,45,N. Charles St. & Lafayette Ave.,Manhole,21202,39.30978,-76.61647,City of Baltimore Dept. of Public Works,5000,5000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,8:10:00 PM,0,4,10,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,3133000,3133000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,8:25:00 PM,0,0,25,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,52000,52000,"Rags, rain.",,,Overflows subsided following heavy rain event.  Manholes are equipped with meters to send an alert when surcharging takes place.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,8/31/2018,8:25:00 PM,0,0,25,2121 Wicomico St.,Manhole,21230,39.26895,-76.64269,City of Baltimore Dept. of Public Works,2058000,2058000,Rain.,,,Overflow subsided following heavy rain event.  Manhole is equipped with a meter to send an alert when surcharging takes place.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/4/2018,,,,,504 Edgevale Rd.,Clean out,21210,39.35878,-76.64306,City of Baltimore Dept. of Public Works,4,4,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed lateral CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,42,,9/4/2018,6:19:00 PM,0,4,27,1400 Elmtree St.,Clean out,21226,39.2246,-76.59126,City of Baltimore Dept. of Public Works,267,267,"Rags, roots, grease.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/4/2018,,,,,6803 Hamlet Ave.,Clean out,21234,39.367222,-76.558502,City of Baltimore Dept. of Public Works,3,3,Roots.,,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection; confirmed connection and mainline are clear.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/5/2018,,,,,2803 Goodwood Rd.,Clean out,21214,39.35072,-76.56601,City of Baltimore Dept. of Public Works,4,4,"Rags, roots.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection.,Back River,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/5/2018,,,,,1200 N. Franklintown Rd.,Manhole,21216,39.29972,-76.67071,City of Baltimore Dept. of Public Works,3,3,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved mainline choke with 300 ft. of pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/5/2018,5:10:00 PM,0,4,57,2570 Marbourne Ave.,Clean out,21230,39.25312,-76.64766,City of Baltimore Dept. of Public Works,148,148,"Rags, roots.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/6/2018,,,,,1111 Dundalk Ave.,Manhole,21224,39.28137,-76.53485,City of Baltimore Dept. of Public Works,5,5,"Rags, trash/debris, sand, gravel, rocks.",,,Flushed and cleaned 8 inch mainline with 400 ft. of of pressure hose.  Performed mainline CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/6/2018,,,,,4138 Norfolk Ave.,Clean out,21216,39.32341,-76.688087,City of Baltimore Dept. of Public Works,10,10,Pipe break.,,,Point repair scheduled for house connection.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/7/2018,6:55:00 AM,0,4,32,4800 Falls Rd.,Manhole,21210,39.349013,-76.642042,City of Baltimore Dept. of Public Works,4080,4080,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/7/2018,,,,,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.36779,-76.66535,City of Baltimore Dept. of Public Works,30000,30000,Rain.,,,Conditions returned to normal following heavy rain event. This stacked manhole is susceptible to overflow when reaching capacity. City is aware of repeated overflows at this location.,Jones Falls,Western Run,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,,,,,3712 Windsor Mill Rd.,Manhole,21216,39.313031,-76.680515,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,,Overflow stopped following heavy rain event.  Monitored site.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,8:05:00 AM,0,13,40,1901 Falls Rd.,Manhole,21218,39.311745,-76.620285,City of Baltimore Dept. of Public Works,82000,82000,Rain.,,,Overflow subsided following heavy rain event.  Location is monitored by an Event Notification System.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,8:05:00 AM,0,13,40,1901 Falls Rd.,Manhole,21218,39.311745,-76.620285,City of Baltimore Dept. of Public Works,722000,722000,"Rain, trash/debris, sand, gravel, rocks.",,,Overflow subsided following heavy rain event.  Location is monitored by an Event Notification System.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,7:45:00 AM,0,15,15,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,5600000,5600000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,5:40:00 AM,0,21,25,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,17046000,17046000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,10:05:00 AM,0,8,55,1800 E. Eager St.,Manhole,21205,39.30215,-76.59227,City of Baltimore Dept. of Public Works,769000,769000,"Rags, rain, infiltration/inflow, trash/debris, sand, gravel, rocks.",,,Monitored the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,10:10:00 AM,0,8,50,1731 E. Chase St.,Manhole,21205,39.30312,-76.59301,City of Baltimore Dept. of Public Works,310000,310000,"Rags, rain, infiltration/inflow, trash/debris, sand, gravel, rocks.",,,Monitored the area; overflow stopped after heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,9:55:00 AM,0,6,45,3104 Liberty Heights Ave.,Manhole,21215,39.323505,-76.668137,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/9/2018,10:00:00 AM,0,1,15,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.34884,-76.62576,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/11/2018,,,,,3602 Cottage Ave.,Clean out,21215,39.330181,-76.658257,City of Baltimore Dept. of Public Works,4,4,"Rags, roots.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection; confirmed lateral and mainline are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/12/2018,,,,,3528 Esther Pl.,Pipe,21224,39.2945,-76.5679,City of Baltimore Dept. of Public Works,3,3,"Rags, trash/debris, sand, gravel, rocks, pipe break.",,,Flushed and cleaned 8 inch mainline with 300 ft. of pressure hose.  Performed CCTV inspection to investigate potential structural damage to pipe.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/12/2018,,,,,1822 E. 29th St.,Clean out,21218,39.32483,-76.58975,City of Baltimore Dept. of Public Works,2,2,"Trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with electric cable.  Performed CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/12/2018,2:07:00 PM,0,5,30,1001 N. Ellamont St.,Manhole,21216,39.301941,-76.669823,City of Baltimore Dept. of Public Works,8250,8250,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection; confirmed line is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/13/2018,,,,,428 E. Preston St.,Clean out,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,5,5,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; flushed and cleaned the mainline.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/13/2018,,,,,725 Gorsuch Ave.,Clean out,21218,39.32671,-76.60562,City of Baltimore Dept. of Public Works,2,2,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Confirmed connection is clear.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/15/2018,3:00:00 PM,1,18,7,600 Hilton Pkwy.,Manhole,21229,39.29819,-76.67364,City of Baltimore Dept. of Public Works,12635,12635,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved mainline choke with 350 ft. of pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/17/2018,,,,,2207 Homewood Ave.,Clean out,21218,39.31489,-76.60696,City of Baltimore Dept. of Public Works,1,1,"Grease, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 13 ft. of electric cable.  Performed CCTV inspection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,7:45:00 PM,0,1,53,402 Key Hwy.,Manhole,21230,,,City of Baltimore Dept. of Public Works,226,226,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 100 ft. of pressure hose.  Performed CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,6:20:00 PM,0,1,6,410 N. Rock Glen Rd.,Clean out,21229,39.286509,-76.708245,City of Baltimore Dept. of Public Works,66,66,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Confirmed connection is clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,,,,,1744 E. Lafayette Ave.,Clean out,21213,39.310859,-76.593171,City of Baltimore Dept. of Public Works,5,5,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,,,,,1901 Falls Rd.,Manhole,21218,39.311745,-76.620285,City of Baltimore Dept. of Public Works,25,25,"Rags, roots, rain, grease, trash/debris, sand, gravel, rocks.",,,Overflow subsided following heavy rain event.  Location is equipped with an Event Notification System Meter.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,1:25:00 AM,0,18,50,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,14961000,14961000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,12:20:00 AM,0,15,5,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,3074000,3074000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,10:40:00 PM,0,10,50,Kirk Ave. & Exeter Hall Ave.,Pipe,21218,39.31967,-76.60057,City of Baltimore Dept. of Public Works,3250,3250,Pipe break.,,,Set up traffic pattern and performed CCTV inspection to determine cause.  Engineering is investigating to determine possible structural damage.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,1:25:00 AM,0,14,15,1901 Falls Rd.,Manhole,21218,39.311745,-76.620285,City of Baltimore Dept. of Public Works,330000,330000,Rain.,,,Conditions returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,2:15:00 AM,0,3,20,1800 E. Eager St.,Manhole,21205,39.302151,-76.59227,City of Baltimore Dept. of Public Works,188000,188000,Rain.,,,Flow returned to normal following heavy rain event.  Location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,2:00:00 AM,0,2,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.32692,-76.615883,City of Baltimore Dept. of Public Works,84000,84000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,2:45:00 AM,0,2,15,1731 E. Chase St.,Manhole,21213,39.30312,-76.59301,City of Baltimore Dept. of Public Works,174000,174000,Rain.,,,Overflow subsided following heavy rain event.  This location is equipped with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,1:15:00 AM,0,2,55,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.28912,-76.709862,City of Baltimore Dept. of Public Works,5000,5000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,2:15:00 AM,0,2,25,3104 Liberty Heights Ave.,Manhole,21215,39.323505,-76.668137,City of Baltimore Dept. of Public Works,5000,5000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,1:00:00 AM,0,3,40,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308739,-76.616402,City of Baltimore Dept. of Public Works,132000,132000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/18/2018,1:00:00 AM,0,4,10,N. Charles St. & Lafayette Ave.,Manhole,21202,39.30978,-76.61647,City of Baltimore Dept. of Public Works,42000,42000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/21/2018,12:35:00 PM,0,1,57,436 Kane St.,Manhole,21224,39.288349,-76.537331,City of Baltimore Dept. of Public Works,1755,1755,"Trash/debris, sand, gravel, rocks.",,,Relieved 8 inch house connection choke with 70 ft. of pressure hose.  Confirmed mainline is clear.,Baltimore Harbor,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,9/22/2018,,,,,2313 Allendale Rd.,Clean out,21216,39.314906,-76.680012,City of Baltimore Dept. of Public Works,5,5,"Rags, roots, grease.",,,Relieved house connection choke with 75 ft. of electric cable.  Performed CCTV inspection; confirmed mainline and lateral are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/24/2018,,,,,4213 Menlo Dr.,Clean out,21215,39.3502,-76.69847,City of Baltimore Dept. of Public Works,5,5,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Confirmed mainline and lateral are clear.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/25/2018,11:25:00 AM,0,1,46,1919 Fairbank Rd.,Manhole,21209,39.36752,-76.6603,City of Baltimore Dept. of Public Works,159,159,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 150 ft. of pressure hose.  Confirmed mainline is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/26/2018,,,,,3648 Beech Ave.,Clean out,21211,39.33227,-76.627,City of Baltimore Dept. of Public Works,1,1,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Confirmed mainline and lateral are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/27/2018,7:10:00 PM,0,17,30,428 E. Preston St.,Manhole,21202,39.305141,-76.609772,City of Baltimore Dept. of Public Works,13180000,13180000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/27/2018,7:40:00 PM,0,14,30,1901 Falls Rd.,Manhole,21211,39.311745,-76.620285,City of Baltimore Dept. of Public Works,1461000,1461000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/28/2018,2:35:00 AM,0,1,0,3104 Liberty Heights Ave.,Manhole,21215,39.323505,-76.668137,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/29/2018,9:35:00 AM,0,2,4,5740 Cross Country Blvd.,Manhole,21209,39.365162,-76.664574,City of Baltimore Dept. of Public Works,372,372,"Rags, roots.",,,Relieved mainline choke with 200 ft. of pressure hose.  Performed CCTV inspection; confirmed mainline is clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,9/29/2018,10:37:00 PM,0,11,23,926 Greenmount Ave.,Clean out,21202,39.300427,-76.607113,City of Baltimore Dept. of Public Works,683,683,"Rags, pipe break.",,,Relieved house connection choke with 45 ft. of electric cable.  Repaired damage to lateral.  Performed CCTV inspections on mainline and house connection.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/6/2018,3:18:00 PM,5,1,57,Annapolis Rd. & Clare St.,Manhole,21230,39.26704,-76.63157,City of Baltimore Dept. of Public Works,73170,73170,"Rags, trash/debris, sand, gravel, rocks, pipe break.",,,Overflow subsided following change in flow amount in pipe. Nearby 84 inch pressure main will need to be repaired to return to normal conditions.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/9/2018,12:20:00 PM,2,4,55,2101 Sidney Ave.,Manhole,21230,39.264587,-76.631761,City of Baltimore Dept. of Public Works,127000,127000,"Pipe break, other.",,,Overflow subsided following change in flow amount in pipe. Nearby 84 inch pressure main will need to be repaired to return to normal conditions.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,10/10/2018,1:45:00 PM,2,22,0,Annapolis Rd. & Kent St.,Pipe,21230,39.263062,-76.633964,City of Baltimore Dept. of Public Works,1224750,1224750,Pipe break.,,,Set up 20 MGD bypass pumping to reduce flow and abate overflow. Sandbags used to contain compromised pressurized pipe. Bypass pump will be continuously working until pressure main repaired.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/11/2018,11:59:00 AM,0,1,46,3310 Ridgewood Ave.,Manhole,21215,39.33815,-76.67404,City of Baltimore Dept. of Public Works,530,530,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 225 ft. of pressure hose.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Wet,,10/13/2018,,,,,2701 Liberty Heights,Clean out,21215,39.320279,-76.659647,City of Baltimore Dept. of Public Works,7,7,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed CCTV inspection.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/16/2018,10:14:00 AM,0,0,53,110 W. 39th St.,Manhole,21210,39.33683,-76.623057,City of Baltimore Dept. of Public Works,1325,1325,"Rags, grease, trash/debris, sand, gravel, rocks.",,,Relieved 8 inch mainline choke with 330 ft. of pressure hose.,Jones Falls,Stony Run,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/17/2018,12:08:00 PM,,,,3500 Parkdale Ave.,Pipe,21211,39.330496,-76.648253,City of Baltimore Dept. of Public Works,0,0,Pipe break.,,,"Electricians are working to correct pump malfunction.  Once bypass is back to functional, overflow will stop.  Estimated total quantity and duration will be updated when overflow is stopped.",Jones Falls,Jones Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/18/2018,5:19:00 PM,0,1,50,3915 Glen Ave.,Clean out,21215,39.352457,-76.693398,City of Baltimore Dept. of Public Works,110,110,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.,Gwynns Falls,Gwynns Falls,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/19/2018,,,,,714 N. Monroe St.,Clean out,21217,39.29701,-76.647624,City of Baltimore Dept. of Public Works,4,4,"Rags, roots, grease.",,,Relieved house connection choke with 60 ft. of electric cable.  Performed CCTV inspection; flushed and cleaned mainline.,Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/19/2018,,,,,2315 Maryland Ave.,Clean out,21218,39.315866,-76.61798,City of Baltimore Dept. of Public Works,2,2,"Rags, roots, grease.",,,Relieved house connection choke with 30 ft. of electric cable.  Performed CCTV inspection; confirmed connection and mainline are clear.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/20/2018,,,,,1822 N. Payson St.,Clean out,21217,39.30926,-76.650014,City of Baltimore Dept. of Public Works,10,10,Rags.,,,"Relieved 6 inch house connection choke with 30 ft. of electric cable.  Performed CCTV inspection on lateral and mainline, confirmed both are clear.",Gwynns Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/21/2018,,,,,572 W. University Pkwy.,Clean out,21210,39.338918,-76.626564,City of Baltimore Dept. of Public Works,8,8,"Roots, trash/debris, sand, gravel, rocks.",,,Relieved house connection choke with 45 ft. of electric cable.  Performed CCTV inspection; cleaned the mainline.,Jones Falls,,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/22/2018,11:38:00 AM,0,2,2,5400 Frederick Ave.,Manhole,21228,39.280118,-76.706794,City of Baltimore Dept. of Public Works,3050,3050,"Rags, roots, trash/debris, sand, gravel, rocks.",,,Relieved 10 inch mainline choke with 150 ft. of pressure hose.  Performed mainline CCTV inspection.,Patapsco River L N Br,Patapsco River,Baltimore City,,,
2018,SSO,City of Baltimore Dept. of Public Works,Dry,,10/23/2018,,,,,1901 Chesapeake Ave.,Clean out,21226,39.237369,-76.574192,City of Baltimore Dept. of Public Works,5,5,"Rags, trash/debris, sand, gravel, rocks.",,,Relieved 6 inch house connection choke with 25 ft. of pressure hose.  Confirmed mainline and lateral are clear.,Baltimore Harbor,,Baltimore City,,,
